Data,Produto,Categoria,Região,Vendedor,Vendas,Quantidade,Custo,Lucro,Cidade,Latitude,Longitude
2024-10-17,SSD,Periféricos,Leste,Diego Lima,187,9,5962.427377276394,-5775.43,Desconhecida,,
2024-04-15,Headset,Armazenamento,Sul,Eva Santos,10414,20,3361.3218336866507,7052.68,Joinville,-26.292533,-48.80541
2025-08-28,Webcam,Informática,Leste,Bruno Costa,8802,28,3830.6704287111993,4971.33,Desconhecida,,
2025-11-01,Teclado,Periféricos,Sul,Eva Santos,9782,26,3337.118995952643,6444.88,Blumenau,-26.890326,-49.089037
2025-01-05,Headphone,Informática,Oeste,Ana Silva,1982,18,7445.141909013712,-5463.14,Desconhecida,,
2025-02-22,Mouse,Periféricos,Oeste,Diego Lima,7750,19,2800.7703630664896,4949.23,Desconhecida,,
2025-08-25,Headset,Informática,Norte,Carla Dias,5317,3,7710.795486956886,-2393.8,Manaus,-3.151364,-60.02935
2023-12-24,Teclado,Periféricos,Leste,Ana Silva,11741,9,7289.352428331283,4451.65,Desconhecida,,
2025-08-29,Memória RAM,Periféricos,Sul,Ana Silva,582,4,5073.727446605533,-4491.73,Florianópolis,-27.580131,-48.498796
2024-10-29,Mouse,Informática,Leste,Eva Santos,4301,17,4672.188442952592,-371.1899999999996,Desconhecida,,
2024-01-08,Mouse,Periféricos,Oeste,Bruno Costa,6561,17,3011.1070981541693,3549.89,Desconhecida,,
2025-10-28,Teclado,Armazenamento,Leste,Diego Lima,1901,23,225.24004096434703,1675.76,Desconhecida,,
2024-11-06,Headset,Informática,Sul,Carla Dias,10389,23,1090.7756350030058,9298.22,Londrina,-23.308379,-51.177122
2023-03-31,Memória RAM,Armazenamento,Leste,Ana Silva,5147,2,6053.512080928425,-906.5100000000002,Desconhecida,,
2024-11-28,SSD,Informática,Sul,Carla Dias,5870,9,3814.597802578269,2055.4,Maringá,-23.391754,-51.900088
2024-06-23,Headset,Periféricos,Oeste,Bruno Costa,7766,9,1266.7180227687074,6499.28,Desconhecida,,
2025-01-01,Webcam,Periféricos,Oeste,Bruno Costa,11182,5,2170.5699647244182,9011.43,Desconhecida,,
2025-05-18,Headphone,Periféricos,Oeste,Carla Dias,406,15,7586.868246788237,-7180.87,Desconhecida,,
2023-02-10,Teclado,Informática,Norte,Diego Lima,821,15,2987.6920556572995,-2166.69,Porto Velho,-8.721897,-63.936009
2025-01-09,SSD,Armazenamento,Oeste,Bruno Costa,639,3,7268.841006135695,-6629.84,Desconhecida,,
2024-05-16,Memória RAM,Armazenamento,Leste,Carla Dias,7039,19,2492.7157917651275,4546.280000000001,Desconhecida,,
2025-08-16,Teclado,Informática,Norte,Ana Silva,2246,28,4382.303147387915,-2136.3,Belém,-1.500519,-48.540148
2025-07-17,Teclado,Informática,Oeste,Carla Dias,1832,3,242.17850022860728,1589.82,Desconhecida,,
2024-04-05,Headset,Armazenamento,Leste,Carla Dias,2610,6,4213.250874158729,-1603.25,Desconhecida,,
2025-01-01,Headphone,Armazenamento,Leste,Eva Santos,4679,4,5124.580724036192,-445.5799999999999,Desconhecida,,
2025-01-21,Webcam,Armazenamento,Leste,Bruno Costa,5271,24,1935.6963867504487,3335.3,Desconhecida,,
2025-07-13,Mouse,Armazenamento,Sul,Diego Lima,2125,13,4665.182435546428,-2540.1800000000003,Curitiba,-25.396088,-49.269406
2025-06-27,Mouse,Informática,Norte,Diego Lima,3366,27,5205.568754643806,-1839.57,Macapá,-0.005824,-51.079952
2024-01-25,Teclado,Informática,Leste,Eva Santos,9731,13,5520.137740783512,4210.86,Desconhecida,,
2025-06-01,Headphone,Periféricos,Sul,Diego Lima,4665,27,6229.114310415057,-1564.1099999999997,Maringá,-23.395267,-51.932882
2023-09-13,Memória RAM,Armazenamento,Oeste,Carla Dias,5842,11,2545.806804000979,3296.19,Desconhecida,,
2024-12-09,Memória RAM,Periféricos,Leste,Eva Santos,9926,5,4576.793494940475,5349.21,Desconhecida,,
2024-03-25,SSD,Informática,Sul,Ana Silva,5089,1,7854.105915735588,-2765.11,Londrina,-23.279351,-51.207709
2023-01-10,Headset,Informática,Leste,Bruno Costa,5713,9,7193.3018316680445,-1480.3000000000002,Desconhecida,,
2025-04-03,Headphone,Periféricos,Norte,Bruno Costa,3113,17,7625.110190539062,-4512.11,Belém,-1.488265,-48.457889
2025-03-08,Headphone,Armazenamento,Norte,Bruno Costa,4679,22,3138.2002763462856,1540.8000000000002,Manaus,-3.069961,-60.057979
2025-05-26,Headset,Armazenamento,Oeste,Carla Dias,6936,1,6312.470598701561,623.5299999999997,Desconhecida,,
2025-10-25,Memória RAM,Armazenamento,Leste,Ana Silva,6350,3,4989.591777941954,1360.41,Desconhecida,,
2025-10-12,Memória RAM,Armazenamento,Sul,Eva Santos,1126,15,735.2618578529494,390.74,Joinville,-26.25694,-48.811414
2024-01-09,Memória RAM,Periféricos,Oeste,Eva Santos,7495,26,6605.924682123958,889.0799999999999,Desconhecida,,
2025-12-24,Teclado,Periféricos,Leste,Bruno Costa,11706,21,5442.642108750328,6263.36,Desconhecida,,
2023-05-26,Headphone,Informática,Oeste,Ana Silva,195,26,1655.425487360913,-1460.43,Desconhecida,,
2023-08-12,Mouse,Armazenamento,Sul,Ana Silva,1343,23,711.5293748413338,631.47,Londrina,-23.271645,-51.148547
2023-06-26,Headset,Armazenamento,Oeste,Ana Silva,11684,10,6709.215274734779,4974.78,Desconhecida,,
2025-05-02,Memória RAM,Armazenamento,Oeste,Diego Lima,4662,8,704.9024895703124,3957.1,Desconhecida,,
2023-03-04,SSD,Periféricos,Oeste,Diego Lima,5093,12,803.5226137021782,4289.48,Desconhecida,,
2025-04-06,Memória RAM,Armazenamento,Leste,Bruno Costa,6432,25,3465.073640202177,2966.93,Desconhecida,,
2025-03-05,Memória RAM,Periféricos,Sul,Ana Silva,396,22,1147.5988010822584,-751.5999999999999,Caxias do Sul,-29.161678,-51.190863
2024-11-19,Webcam,Armazenamento,Norte,Ana Silva,3369,15,7316.263211746337,-3947.26,Rio Branco,-9.973208,-67.843425
2023-04-15,Teclado,Armazenamento,Leste,Eva Santos,9133,27,3804.6487752048342,5328.35,Desconhecida,,
2024-05-25,Headset,Informática,Norte,Eva Santos,786,9,4587.675766784206,-3801.68,Belém,-1.499192,-48.540093
2024-01-20,Webcam,Armazenamento,Norte,Bruno Costa,3925,24,7430.600228666452,-3505.6000000000004,Manaus,-3.079549,-60.007071
2024-02-09,Webcam,Armazenamento,Leste,Ana Silva,2571,25,4279.684747055721,-1708.6800000000003,Desconhecida,,
2025-04-02,SSD,Informática,Leste,Bruno Costa,9430,10,2880.4418759819628,6549.56,Desconhecida,,
2024-06-01,Headphone,Periféricos,Sul,Eva Santos,4333,20,6393.468438061388,-2060.4700000000003,Porto Alegre,-29.991046,-51.261751
2024-04-20,SSD,Periféricos,Sul,Eva Santos,11501,9,3587.373564003669,7913.63,Florianópolis,-27.586823,-48.578451
2024-12-09,Headphone,Armazenamento,Oeste,Diego Lima,862,15,2602.2778507702587,-1740.2800000000002,Desconhecida,,
2025-02-09,Headphone,Periféricos,Norte,Bruno Costa,5995,23,5807.977312155834,187.02000000000044,Belém,-1.495884,-48.519501
2025-11-12,Headset,Armazenamento,Sul,Bruno Costa,5473,21,6428.716958775301,-955.7200000000004,Curitiba,-25.460786,-49.309831
2025-09-23,Memória RAM,Informática,Oeste,Ana Silva,6182,21,6350.39204726743,-168.39000000000033,Desconhecida,,
2024-11-07,Headset,Informática,Sul,Ana Silva,3794,1,7823.181359899364,-4029.18,Joinville,-26.318424,-48.893173
2024-12-14,Teclado,Armazenamento,Leste,Diego Lima,7923,2,6310.402235089705,1612.6000000000004,Desconhecida,,
2023-03-24,Headphone,Informática,Sul,Carla Dias,10928,26,6177.872812713595,4750.13,Blumenau,-26.948861,-49.027263
2024-04-01,Webcam,Informática,Norte,Carla Dias,2258,19,6871.283209590864,-4613.28,Boa Vista,2.866467,-60.715817
2023-01-01,Memória RAM,Armazenamento,Sul,Carla Dias,3764,14,81.46674673990704,3682.53,Maringá,-23.458967,-51.921343
2023-02-20,Mouse,Armazenamento,Norte,Bruno Costa,9584,8,2950.456776607144,6633.54,Manaus,-3.156803,-59.986462
2024-11-15,Teclado,Informática,Leste,Bruno Costa,10401,6,5921.816520592623,4479.18,Desconhecida,,
2024-12-17,Headset,Periféricos,Norte,Eva Santos,7107,12,4829.774567993397,2277.23,Boa Vista,2.873168,-60.721382
2024-03-24,SSD,Periféricos,Sul,Bruno Costa,11828,26,1486.370260842412,10341.63,Caxias do Sul,-29.177674,-51.197006
2025-05-30,Teclado,Armazenamento,Oeste,Bruno Costa,5429,27,2485.566065581279,2943.43,Desconhecida,,
2024-05-02,Teclado,Armazenamento,Leste,Bruno Costa,4482,29,2747.397479770286,1734.6,Desconhecida,,
2023-02-03,Memória RAM,Periféricos,Sul,Diego Lima,4050,15,4577.198640484743,-527.1999999999998,Maringá,-23.420636,-51.933933
2023-04-05,Teclado,Informática,Leste,Bruno Costa,10947,14,6666.258507813325,4280.74,Desconhecida,,
2025-12-31,Teclado,Periféricos,Leste,Ana Silva,8089,21,7465.334895839224,623.6700000000001,Desconhecida,,
2023-06-03,Mouse,Periféricos,Sul,Ana Silva,11376,29,6020.731909800821,5355.27,Blumenau,-26.956595,-49.083991
2023-09-07,SSD,Periféricos,Sul,Eva Santos,7113,1,6756.167090200334,356.8299999999999,Porto Alegre,-30.074272,-51.181086
2024-11-04,SSD,Periféricos,Oeste,Diego Lima,4718,28,3803.159990936008,914.84,Desconhecida,,
2024-03-13,SSD,Armazenamento,Leste,Ana Silva,7988,11,3167.020531408516,4820.98,Desconhecida,,
2023-04-28,Headphone,Armazenamento,Leste,Diego Lima,11705,28,3190.2515745821984,8514.75,Desconhecida,,
2025-02-09,Webcam,Informática,Sul,Diego Lima,1995,25,4959.02514445246,-2964.03,Porto Alegre,-29.991322,-51.228551
2023-09-25,SSD,Informática,Norte,Eva Santos,532,3,1063.9547080020077,-531.95,Rio Branco,-9.980295,-67.818107
2025-12-13,Teclado,Informática,Sul,Diego Lima,4262,19,4669.593927698869,-407.59000000000015,Florianópolis,-27.599218,-48.532125
2023-08-24,Teclado,Informática,Leste,Bruno Costa,7219,18,5347.852252655106,1871.15,Desconhecida,,
2024-01-24,SSD,Periféricos,Sul,Diego Lima,3960,20,3556.157222433412,403.84000000000015,Blumenau,-26.931541,-49.106636
2025-09-16,Memória RAM,Armazenamento,Oeste,Eva Santos,10238,28,7629.084040027646,2608.92,Desconhecida,,
2025-02-01,SSD,Armazenamento,Norte,Eva Santos,1659,2,4897.049117246236,-3238.05,Porto Velho,-8.77229,-63.928946
2024-02-05,Teclado,Informática,Sul,Eva Santos,7723,29,1822.3958201140715,5900.6,Maringá,-23.394946,-51.957558
2024-09-15,Headphone,Informática,Oeste,Ana Silva,1728,25,3875.3927588734487,-2147.39,Desconhecida,,
2025-02-05,Headset,Periféricos,Leste,Bruno Costa,1029,28,5429.203142111528,-4400.2,Desconhecida,,
2025-07-07,Headset,Periféricos,Sul,Ana Silva,2312,26,2643.1426666773937,-331.1399999999999,Caxias do Sul,-29.212542,-51.134848
2025-05-02,SSD,Informática,Leste,Carla Dias,9914,7,710.7615218090635,9203.24,Desconhecida,,
2024-07-31,Mouse,Armazenamento,Oeste,Bruno Costa,9990,8,4700.810226910209,5289.19,Desconhecida,,
2023-03-16,SSD,Armazenamento,Leste,Diego Lima,7864,19,7587.131735467866,276.8699999999999,Desconhecida,,
2024-03-10,Memória RAM,Armazenamento,Oeste,Eva Santos,1509,22,3921.770125660336,-2412.77,Desconhecida,,
2023-04-13,SSD,Informática,Oeste,Carla Dias,4581,15,7256.38391872454,-2675.38,Desconhecida,,
2025-02-02,Headset,Armazenamento,Oeste,Bruno Costa,8298,10,6693.386819903816,1604.6099999999997,Desconhecida,,
2025-01-07,Teclado,Periféricos,Sul,Ana Silva,11311,22,1247.5092463811482,10063.49,Joinville,-26.275835,-48.865628
2025-03-16,SSD,Periféricos,Leste,Eva Santos,4110,29,5688.705780937721,-1578.71,Desconhecida,,
2023-04-08,Teclado,Informática,Leste,Ana Silva,3961,1,3528.886958570069,432.1100000000001,Desconhecida,,
2025-03-08,Teclado,Periféricos,Norte,Bruno Costa,4392,6,2061.95089608246,2330.05,Manaus,-3.152941,-59.994209
2025-05-08,Mouse,Informática,Norte,Bruno Costa,4367,13,5520.551776880288,-1153.5500000000002,Belém,-1.452151,-48.443658
2024-03-10,Teclado,Armazenamento,Norte,Carla Dias,230,14,5961.872891758857,-5731.87,Macapá,0.081258,-51.033836
2024-03-22,Headset,Armazenamento,Norte,Diego Lima,2882,3,1504.7788443799234,1377.22,Rio Branco,-9.965973,-67.787085
2023-09-06,Headphone,Armazenamento,Leste,Ana Silva,7983,11,7322.401881885171,660.6000000000004,Desconhecida,,
2023-06-15,Headphone,Periféricos,Oeste,Carla Dias,2859,3,6029.086172095413,-3170.09,Desconhecida,,
2025-09-10,Webcam,Informática,Oeste,Eva Santos,2572,19,7472.333953204392,-4900.33,Desconhecida,,
2025-10-16,Memória RAM,Armazenamento,Sul,Diego Lima,3791,10,2591.2198926084325,1199.7800000000002,Porto Alegre,-30.023879,-51.225202
2024-06-25,SSD,Informática,Oeste,Carla Dias,817,27,7519.533324684456,-6702.53,Desconhecida,,
2025-01-28,Memória RAM,Armazenamento,Leste,Ana Silva,2646,15,2998.6598500799764,-352.65999999999985,Desconhecida,,
2023-03-22,Headset,Periféricos,Leste,Bruno Costa,3649,11,507.44051050494255,3141.56,Desconhecida,,
2023-05-13,Teclado,Periféricos,Leste,Eva Santos,11840,15,6122.717558575465,5717.28,Desconhecida,,
2025-03-07,Headphone,Informática,Sul,Ana Silva,9786,26,5651.78450117966,4134.22,Curitiba,-25.426354,-49.276932
2025-06-18,Memória RAM,Periféricos,Norte,Diego Lima,9687,27,4815.455058725593,4871.54,Manaus,-3.099987,-60.055361
2023-05-18,Headset,Periféricos,Oeste,Diego Lima,8230,24,3959.958455522658,4270.04,Desconhecida,,
2023-07-03,Headphone,Informática,Leste,Bruno Costa,6973,13,334.74894095524064,6638.25,Desconhecida,,
2025-02-23,Teclado,Armazenamento,Leste,Bruno Costa,1339,5,5026.810232039622,-3687.81,Desconhecida,,
2025-09-10,Memória RAM,Periféricos,Norte,Eva Santos,6754,4,3381.3301525645256,3372.67,Palmas,-10.285138,-48.355453
2023-03-10,Headphone,Informática,Leste,Eva Santos,8800,13,4516.858469708284,4283.14,Desconhecida,,
2024-06-29,SSD,Periféricos,Oeste,Bruno Costa,9554,9,3480.2250283836797,6073.77,Desconhecida,,
2023-02-22,SSD,Periféricos,Sul,Bruno Costa,9253,25,7731.164571500376,1521.84,Porto Alegre,-30.003703,-51.170258
2023-07-24,Webcam,Periféricos,Leste,Diego Lima,1175,17,4864.5424971147095,-3689.54,Desconhecida,,
2023-05-06,Webcam,Periféricos,Oeste,Bruno Costa,7935,2,6013.95173837154,1921.05,Desconhecida,,
2023-02-12,Headphone,Informática,Leste,Carla Dias,10753,24,7495.86782397098,3257.13,Desconhecida,,
2023-04-21,Headset,Informática,Norte,Ana Silva,221,5,4765.466637500578,-4544.47,Porto Velho,-8.75774,-63.851046
2025-01-30,SSD,Informática,Leste,Bruno Costa,5696,16,175.53514115341395,5520.46,Desconhecida,,
2025-04-27,Headset,Periféricos,Leste,Eva Santos,2835,7,351.5900922194955,2483.41,Desconhecida,,
2023-04-05,Headset,Periféricos,Sul,Carla Dias,9535,1,5642.520398086745,3892.48,Curitiba,-25.388101,-49.318789
2025-06-18,Headphone,Periféricos,Norte,Eva Santos,7522,28,2290.354278318165,5231.65,Porto Velho,-8.727452,-63.93865
2023-12-26,Headset,Informática,Norte,Carla Dias,1998,26,4668.687440595754,-2670.69,Palmas,-10.293118,-48.290829
2025-06-18,SSD,Periféricos,Sul,Bruno Costa,10726,12,1682.035274238098,9043.96,Blumenau,-26.91591,-49.024526
2023-10-08,Teclado,Armazenamento,Leste,Ana Silva,2172,21,2220.371090488776,-48.36999999999989,Desconhecida,,
2024-10-28,Webcam,Periféricos,Oeste,Eva Santos,6488,11,4076.757163108756,2411.24,Desconhecida,,
2023-04-03,Teclado,Armazenamento,Norte,Carla Dias,3891,12,7806.51014978017,-3915.51,Belém,-1.408925,-48.509135
2024-11-02,Headset,Periféricos,Norte,Diego Lima,1448,19,4960.8622745367975,-3512.86,Rio Branco,-9.996795,-67.778463
2023-03-02,Teclado,Informática,Leste,Bruno Costa,4252,26,7494.292987743144,-3242.29,Desconhecida,,
2024-09-25,SSD,Periféricos,Leste,Ana Silva,1054,12,7678.288446744624,-6624.29,Desconhecida,,
2025-12-10,SSD,Armazenamento,Norte,Bruno Costa,3176,12,1728.231171650419,1447.77,Belém,-1.40821,-48.455985
2025-10-25,Headset,Armazenamento,Leste,Diego Lima,10370,14,2544.65333155404,7825.35,Desconhecida,,
2024-08-26,Headphone,Periféricos,Oeste,Ana Silva,6859,2,6178.338867252137,680.6599999999999,Desconhecida,,
2024-11-12,Teclado,Armazenamento,Norte,Diego Lima,4861,2,6944.770898147443,-2083.7700000000004,Porto Velho,-8.721308,-63.85322
2024-06-17,Headphone,Armazenamento,Oeste,Bruno Costa,8171,25,4192.275813981059,3978.72,Desconhecida,,
2025-04-17,Headphone,Informática,Oeste,Carla Dias,6119,29,7946.35045286195,-1827.3500000000004,Desconhecida,,
2024-10-06,Mouse,Periféricos,Leste,Bruno Costa,2770,4,171.65181414174054,2598.35,Desconhecida,,
2023-08-21,Headset,Periféricos,Oeste,Bruno Costa,2796,20,2452.773832234908,343.23,Desconhecida,,
2024-06-07,Webcam,Periféricos,Leste,Bruno Costa,5015,23,5015.441089657073,-0.4399999999995998,Desconhecida,,
2023-12-12,SSD,Armazenamento,Sul,Eva Santos,7495,26,3796.776094624864,3698.22,Caxias do Sul,-29.124732,-51.168178
2025-12-05,SSD,Periféricos,Leste,Diego Lima,2439,16,1003.495494116102,1435.5,Desconhecida,,
2024-06-29,Headset,Periféricos,Oeste,Diego Lima,7520,10,2992.8737170060635,4527.13,Desconhecida,,
2025-03-04,Memória RAM,Informática,Sul,Diego Lima,4022,13,281.54137489670927,3740.46,Maringá,-23.418924,-51.889682
2023-09-06,Memória RAM,Informática,Leste,Eva Santos,9827,2,5170.548684916213,4656.45,Desconhecida,,
2023-02-16,Memória RAM,Informática,Oeste,Carla Dias,11493,3,7150.520940531133,4342.48,Desconhecida,,
2023-08-02,Webcam,Armazenamento,Norte,Bruno Costa,7840,19,7088.203060364995,751.8000000000002,Belém,-1.499467,-48.520688
2023-08-27,SSD,Periféricos,Norte,Carla Dias,1590,6,5620.392232223128,-4030.39,Belém,-1.414555,-48.486478
2025-12-15,Headset,Informática,Leste,Eva Santos,915,19,3768.899948343586,-2853.9,Desconhecida,,
2023-12-16,SSD,Informática,Leste,Diego Lima,10780,27,4135.290420036599,6644.71,Desconhecida,,
2023-04-17,Headphone,Informática,Norte,Bruno Costa,4242,21,1164.3970860456502,3077.6,Macapá,0.071314,-51.024516
2025-04-10,Teclado,Periféricos,Oeste,Ana Silva,9491,20,2780.855377504088,6710.139999999999,Desconhecida,,
2023-02-17,Teclado,Periféricos,Oeste,Ana Silva,11907,19,1566.8063579463271,10340.19,Desconhecida,,
2023-12-03,SSD,Periféricos,Oeste,Carla Dias,10314,8,6583.90561053164,3730.09,Desconhecida,,
2025-11-15,Mouse,Armazenamento,Leste,Diego Lima,2816,14,7324.850898596641,-4508.85,Desconhecida,,
2025-03-14,Webcam,Armazenamento,Sul,Ana Silva,8805,10,4332.432230447327,4472.57,Joinville,-26.322427,-48.833381
2023-01-08,Memória RAM,Informática,Sul,Carla Dias,6118,3,5843.8912008625175,274.1099999999997,Porto Alegre,-30.017315,-51.224224
2024-09-16,Webcam,Periféricos,Sul,Eva Santos,7791,6,1042.0009855844496,6749.0,Maringá,-23.398309,-51.966413
2024-12-19,Webcam,Informática,Sul,Carla Dias,2331,29,4899.594374755728,-2568.59,Porto Alegre,-29.990933,-51.24891
2023-10-30,Headphone,Periféricos,Sul,Carla Dias,9984,15,5646.10488931254,4337.9,Maringá,-23.420735,-51.931345
2024-09-30,Webcam,Periféricos,Leste,Carla Dias,4038,23,3665.9235857302942,372.0799999999999,Desconhecida,,
2023-02-25,Teclado,Periféricos,Leste,Bruno Costa,990,23,2006.722829007933,-1016.72,Desconhecida,,
2024-12-26,Headphone,Armazenamento,Sul,Carla Dias,10996,18,7028.80620268782,3967.19,Curitiba,-25.430605,-49.281123
2024-06-09,Headset,Armazenamento,Leste,Carla Dias,6049,14,5963.837062033482,85.15999999999985,Desconhecida,,
2024-04-18,Webcam,Periféricos,Leste,Bruno Costa,4268,19,7206.869672245624,-2938.87,Desconhecida,,
2023-01-28,Webcam,Informática,Sul,Bruno Costa,715,28,6561.748968182762,-5846.75,Caxias do Sul,-29.119661,-51.182499
2023-03-19,Headset,Periféricos,Oeste,Eva Santos,6155,26,7923.765482264592,-1768.7700000000004,Desconhecida,,
2023-12-31,Webcam,Periféricos,Leste,Diego Lima,9306,10,1602.0080470584355,7703.99,Desconhecida,,
2024-10-27,Headset,Informática,Oeste,Ana Silva,10624,15,767.0423210074748,9856.96,Desconhecida,,
2024-06-09,Headphone,Periféricos,Leste,Ana Silva,9337,4,2749.0621073910875,6587.9400000000005,Desconhecida,,
2024-11-29,Teclado,Informática,Leste,Carla Dias,7376,23,1101.7130661842104,6274.29,Desconhecida,,
2025-06-01,Headset,Armazenamento,Sul,Eva Santos,9529,2,4223.190494217297,5305.81,Curitiba,-25.443633,-49.257047
2025-10-27,Mouse,Armazenamento,Leste,Carla Dias,6040,3,5093.588930829321,946.41,Desconhecida,,
2025-10-23,Headset,Informática,Norte,Ana Silva,4461,7,4660.045832173357,-199.05000000000015,Boa Vista,2.816008,-60.644588
2025-07-07,Webcam,Armazenamento,Norte,Bruno Costa,11596,23,2133.1818722909397,9462.82,Porto Velho,-8.760624,-63.876743
2025-01-19,Memória RAM,Armazenamento,Sul,Diego Lima,7886,16,7277.886325272871,608.1099999999997,Joinville,-26.33295,-48.82418
2023-12-29,Memória RAM,Informática,Oeste,Eva Santos,8998,10,247.68512078419732,8750.31,Desconhecida,,
2025-03-16,Headphone,Armazenamento,Oeste,Bruno Costa,3132,19,2836.265761806864,295.73,Desconhecida,,
2025-01-08,SSD,Periféricos,Oeste,Diego Lima,9455,28,5774.420405152643,3680.58,Desconhecida,,
2025-11-04,Headphone,Periféricos,Norte,Eva Santos,6233,17,6154.077096685342,78.92000000000007,Macapá,-0.004028,-51.023795
2024-04-29,SSD,Informática,Oeste,Eva Santos,706,28,3375.6588719003307,-2669.66,Desconhecida,,
2023-01-28,Memória RAM,Armazenamento,Oeste,Ana Silva,3169,19,213.92572099042732,2955.07,Desconhecida,,
2024-12-14,Memória RAM,Periféricos,Sul,Bruno Costa,10646,5,4974.90593866,5671.09,Porto Alegre,-30.008545,-51.196884
2025-11-28,Headset,Periféricos,Oeste,Eva Santos,2730,23,579.7098749710684,2150.29,Desconhecida,,
2023-03-27,Teclado,Armazenamento,Norte,Eva Santos,8296,20,934.2177471358348,7361.78,Palmas,-10.25126,-48.359557
2023-05-06,Mouse,Armazenamento,Norte,Diego Lima,8393,13,5229.985699597824,3163.01,Porto Velho,-8.780367,-63.937672
2025-03-22,Headphone,Periféricos,Norte,Ana Silva,9703,13,2554.9075430514104,7148.09,Belém,-1.450776,-48.469697
2024-06-20,Webcam,Periféricos,Sul,Carla Dias,9536,11,2836.398809449363,6699.6,Porto Alegre,-30.036488,-51.189479
2023-05-25,SSD,Informática,Sul,Ana Silva,4169,11,3935.512049707288,233.48999999999975,Curitiba,-25.403601,-49.241793
2023-01-25,Webcam,Informática,Leste,Carla Dias,3288,16,7830.340887286242,-4542.34,Desconhecida,,
2023-03-08,Teclado,Periféricos,Oeste,Bruno Costa,9990,15,7726.302388250587,2263.7,Desconhecida,,
2023-08-21,SSD,Informática,Sul,Bruno Costa,821,17,3376.787114931795,-2555.79,Porto Alegre,-30.037852,-51.228494
2023-04-19,Headphone,Periféricos,Norte,Eva Santos,927,22,2182.753800368795,-1255.75,Belém,-1.481707,-48.465022
2023-04-21,Headset,Periféricos,Norte,Bruno Costa,5077,18,2476.529849099797,2600.47,Belém,-1.47852,-48.527111
2023-08-16,Webcam,Informática,Sul,Eva Santos,10621,28,2208.7478814399046,8412.25,Florianópolis,-27.601518,-48.567704
2023-04-21,Teclado,Informática,Sul,Ana Silva,3172,19,4295.386792562903,-1123.3900000000003,Maringá,-23.4469,-51.906984
2023-02-03,Headphone,Armazenamento,Sul,Bruno Costa,2010,4,4886.329677783354,-2876.33,Florianópolis,-27.5524,-48.548207
2024-09-14,Memória RAM,Armazenamento,Leste,Ana Silva,3289,22,3951.132754778955,-662.1300000000001,Desconhecida,,
2025-01-17,Memória RAM,Armazenamento,Norte,Ana Silva,1224,22,3311.3153490053664,-2087.32,Boa Vista,2.834852,-60.636822
2024-08-17,Headphone,Periféricos,Leste,Bruno Costa,10058,23,1753.3774975539072,8304.619999999999,Desconhecida,,
2024-02-29,Headphone,Informática,Leste,Ana Silva,9625,5,3901.4442837463375,5723.56,Desconhecida,,
2024-09-04,Headphone,Periféricos,Oeste,Bruno Costa,6913,7,2781.533493315468,4131.469999999999,Desconhecida,,
2024-11-22,SSD,Informática,Norte,Bruno Costa,2136,2,4369.436065362876,-2233.44,Palmas,-10.249669,-48.333564
2023-11-11,Headphone,Periféricos,Norte,Bruno Costa,10975,1,5427.500170852061,5547.5,Macapá,0.040116,-51.035739
2025-05-26,Webcam,Armazenamento,Sul,Carla Dias,9343,12,5095.832421537956,4247.17,Caxias do Sul,-29.206934,-51.206882
2024-10-23,Teclado,Armazenamento,Sul,Ana Silva,6477,10,3742.9224664122994,2734.08,Porto Alegre,-29.999816,-51.168218
2023-10-04,SSD,Armazenamento,Oeste,Diego Lima,1196,8,4483.935200297291,-3287.94,Desconhecida,,
2024-09-15,Headphone,Periféricos,Leste,Bruno Costa,2326,1,2336.0605572092168,-10.059999999999944,Desconhecida,,
2024-05-30,Mouse,Informática,Sul,Ana Silva,2488,12,271.9828514573263,2216.02,Maringá,-23.443691,-51.92267
2025-04-22,Mouse,Informática,Sul,Eva Santos,10197,2,5030.154077011384,5166.85,Londrina,-23.320036,-51.1639
2023-12-16,Teclado,Armazenamento,Norte,Bruno Costa,650,27,2080.3429883704803,-1430.34,Palmas,-10.26947,-48.35732
2025-04-02,Memória RAM,Armazenamento,Norte,Bruno Costa,2383,28,5378.113383740734,-2995.11,Belém,-1.500005,-48.445271
2025-01-28,Headset,Armazenamento,Sul,Diego Lima,10881,10,5996.307316807918,4884.69,Porto Alegre,-30.044312,-51.184288
2025-06-17,Headset,Armazenamento,Norte,Carla Dias,4758,22,7334.147749141946,-2576.15,Manaus,-3.149808,-60.054154
2023-08-31,Memória RAM,Informática,Oeste,Carla Dias,7384,17,7668.332540198535,-284.3299999999999,Desconhecida,,
2024-06-26,SSD,Periféricos,Sul,Bruno Costa,8122,26,163.36628677283542,7958.63,Londrina,-23.263171,-51.205594
2025-11-29,SSD,Periféricos,Norte,Ana Silva,6760,3,7923.763738088728,-1163.7600000000002,Porto Velho,-8.729753,-63.926874
2023-08-17,SSD,Periféricos,Oeste,Eva Santos,10674,7,5489.505082473755,5184.49,Desconhecida,,
2024-07-01,Headset,Periféricos,Norte,Eva Santos,750,12,5176.711350163579,-4426.71,Boa Vista,2.79996,-60.682804
2025-07-08,Mouse,Armazenamento,Norte,Ana Silva,4434,8,200.48771394721484,4233.51,Palmas,-10.273797,-48.296721
2023-01-06,Headset,Armazenamento,Norte,Bruno Costa,9330,20,6900.968622142961,2429.03,Macapá,0.062085,-51.081568
