Data,Produto,Categoria,Região,Vendedor,Vendas,Quantidade,Custo
2024-09-25,Teclado,Armazenamento,Leste,Carla Dias,267,29,3474.2317318061937
2024-05-27,Webcam,Armazenamento,Norte,Diego Lima,631,8,5834.55926534551
2025-03-12,Memória RAM,Armazenamento,Oeste,Eva Santos,4437,17,4119.677010069618
2024-07-13,SSD,Armazenamento,Leste,Carla Dias,10979,8,5005.943983117334
2024-05-02,Headphone,Informática,Sul,Eva Santos,6952,21,3211.2235660221545
2025-06-15,Memória RAM,Armazenamento,Oeste,Bruno Costa,8448,29,6164.197601035326
2024-12-04,SSD,Informática,Norte,Carla Dias,4627,27,3447.499917903374
2024-08-03,Headphone,Armazenamento,Oeste,Bruno Costa,6683,1,3703.0962409597096
2025-02-28,Teclado,Periféricos,Norte,Bruno Costa,393,20,4180.015052389181
2025-05-10,Mouse,Armazenamento,Oeste,Carla Dias,10974,2,6668.047017616989
2023-09-04,Teclado,Periféricos,Norte,Ana Silva,7162,4,5302.281114523602
2023-06-03,Teclado,Armazenamento,Leste,Carla Dias,1015,24,2845.350261600738
2025-09-23,Memória RAM,Armazenamento,Sul,Ana Silva,11323,21,5388.931501133819
2024-11-27,Headset,Armazenamento,Norte,Eva Santos,9903,1,5168.018458227933
2025-12-28,Memória RAM,Periféricos,Oeste,Eva Santos,5479,7,7453.672664967258
2025-12-06,Webcam,Periféricos,Norte,Carla Dias,753,1,6744.018173320772
2025-10-05,Headphone,Armazenamento,Norte,Eva Santos,5906,9,5207.779636109885
2023-04-04,Mouse,Informática,Norte,Diego Lima,11404,3,2784.736316617625
2025-08-15,Memória RAM,Armazenamento,Oeste,Bruno Costa,4168,12,6254.245474981255
2025-10-08,Headphone,Periféricos,Sul,Bruno Costa,5342,19,4635.6496810573835
2024-03-28,SSD,Armazenamento,Leste,Ana Silva,2165,15,7883.338305759141
2025-06-30,Headphone,Periféricos,Sul,Eva Santos,10000,22,2040.248538272848
2023-08-06,SSD,Periféricos,Norte,Ana Silva,3530,16,710.8742601726246
2024-04-18,Memória RAM,Periféricos,Oeste,Bruno Costa,3920,10,633.5431501525456
2024-03-07,Webcam,Armazenamento,Sul,Bruno Costa,5979,22,5149.040675745308
2023-12-07,Memória RAM,Periféricos,Norte,Eva Santos,1763,29,7518.941012979269
2024-07-04,SSD,Periféricos,Leste,Diego Lima,2029,27,95.30076118872108
2023-12-23,Headphone,Armazenamento,Leste,Diego Lima,5522,27,5828.106691905597
2023-01-23,Headphone,Periféricos,Leste,Eva Santos,4258,6,5283.956245660928
2024-06-05,SSD,Armazenamento,Norte,Eva Santos,10688,29,5879.849202378169
2025-03-12,Teclado,Periféricos,Oeste,Ana Silva,9441,17,2894.8108215576976
2025-01-31,Webcam,Informática,Sul,Eva Santos,9416,21,6578.331841690212
2024-03-17,Headset,Informática,Leste,Diego Lima,9128,28,434.07889683738665
2025-02-07,Mouse,Periféricos,Norte,Eva Santos,298,22,6063.014316926458
2025-10-12,Headphone,Informática,Norte,Ana Silva,1904,24,2195.209775484775
2024-05-30,Mouse,Armazenamento,Sul,Ana Silva,10511,29,3856.5551768759265
2025-11-05,Headset,Informática,Leste,Ana Silva,7528,17,6595.279270733186
2025-03-02,Memória RAM,Periféricos,Norte,Ana Silva,6831,21,2229.1635587138053
2023-12-02,Mouse,Periféricos,Sul,Carla Dias,3906,19,1546.8434922196363
2023-09-15,Headset,Armazenamento,Oeste,Eva Santos,9521,18,5476.000427955243
2024-05-11,SSD,Periféricos,Oeste,Bruno Costa,11651,11,4304.487540733892
2025-06-14,Teclado,Armazenamento,Oeste,Eva Santos,10765,24,4154.078640469781
2023-06-09,Headphone,Informática,Leste,Carla Dias,9266,7,2113.6145630602723
2025-05-01,Headset,Informática,Sul,Ana Silva,5542,10,356.25202209461906
2024-11-20,Mouse,Armazenamento,Sul,Carla Dias,9945,7,3329.3315755871977
2024-01-15,Headphone,Armazenamento,Norte,Diego Lima,3202,5,923.9510853047224
2025-08-14,Teclado,Periféricos,Norte,Diego Lima,5842,12,7255.434073141681
2024-11-21,SSD,Informática,Norte,Eva Santos,4368,16,406.70256189610575
2025-12-02,Memória RAM,Armazenamento,Sul,Eva Santos,4953,29,3498.6747651403007
2023-10-12,Headphone,Informática,Norte,Bruno Costa,2527,25,493.7850229105568
2024-02-01,Memória RAM,Armazenamento,Sul,Bruno Costa,11822,21,836.7074865529493
2023-01-12,Headset,Informática,Sul,Diego Lima,5236,18,5298.224002022414
2024-05-13,Teclado,Periféricos,Oeste,Ana Silva,3332,3,5205.121186914829
2025-01-23,Mouse,Informática,Norte,Carla Dias,11159,20,341.77338344516306
2023-02-04,Teclado,Informática,Oeste,Bruno Costa,3310,15,88.96128295729196
2024-12-27,Teclado,Informática,Leste,Bruno Costa,6726,5,704.2391717628493
2025-04-28,Webcam,Informática,Leste,Ana Silva,9053,13,6122.951269878582
2023-03-31,Teclado,Informática,Leste,Ana Silva,2736,19,4709.8456641919365
2025-02-14,Teclado,Periféricos,Sul,Eva Santos,2798,12,381.8965018928535
2024-08-27,Headphone,Armazenamento,Sul,Carla Dias,7463,23,3945.728365712792
2025-08-27,Mouse,Informática,Sul,Ana Silva,1867,21,5719.272507871255
2025-10-18,Headphone,Periféricos,Norte,Bruno Costa,5458,5,6962.095045238386
2024-02-22,Headphone,Informática,Oeste,Bruno Costa,7557,6,7477.569006019363
2023-04-25,Headset,Informática,Sul,Diego Lima,1020,7,2673.329258596208
2024-09-08,Headphone,Armazenamento,Oeste,Ana Silva,3724,26,1155.7928330330644
2025-04-05,Webcam,Informática,Oeste,Eva Santos,5977,10,1956.453292193064
2024-02-17,Webcam,Periféricos,Oeste,Carla Dias,8136,16,6227.278216958572
2024-12-29,Memória RAM,Periféricos,Norte,Eva Santos,8612,8,7774.1549831351
2025-10-17,Headset,Armazenamento,Norte,Bruno Costa,9885,9,3773.837449494214
2025-01-30,Memória RAM,Informática,Leste,Eva Santos,8891,27,2498.397451298495
2024-11-06,Memória RAM,Periféricos,Leste,Bruno Costa,5919,4,3479.189409123473
2024-04-01,SSD,Informática,Oeste,Bruno Costa,5883,21,2494.120105589449
2025-07-08,Mouse,Informática,Leste,Bruno Costa,10054,21,2111.3811838006623
2023-07-11,Mouse,Informática,Oeste,Bruno Costa,3390,8,4782.5059590648625
2025-01-08,Headphone,Armazenamento,Norte,Bruno Costa,9704,25,204.62896455847164
2025-09-04,Headphone,Informática,Norte,Diego Lima,5043,7,2135.653809426706
2025-10-05,SSD,Periféricos,Norte,Eva Santos,9626,15,5318.146056532313
2023-04-06,Headphone,Informática,Sul,Diego Lima,1036,21,333.9365547498958
2024-10-24,Mouse,Periféricos,Oeste,Diego Lima,6004,3,738.9583867507652
2023-02-06,Memória RAM,Informática,Norte,Ana Silva,5468,17,2403.6974667034156
2023-10-06,Teclado,Periféricos,Oeste,Ana Silva,2408,11,7032.2140049831605
2023-08-05,Webcam,Periféricos,Leste,Ana Silva,4532,9,6137.898388509146
2025-05-16,Teclado,Informática,Leste,Carla Dias,1935,5,255.4805049766487
2025-05-22,Teclado,Informática,Norte,Ana Silva,11885,25,4053.5655081728555
2023-03-03,Mouse,Periféricos,Oeste,Eva Santos,7877,10,2255.524952380341
2024-08-18,Teclado,Armazenamento,Norte,Diego Lima,445,15,5217.2736197715385
2024-12-29,SSD,Informática,Leste,Eva Santos,10395,28,5794.7067501402125
2024-02-01,Headset,Armazenamento,Norte,Ana Silva,2747,29,6913.871610863917
2024-11-29,Headphone,Informática,Oeste,Carla Dias,830,14,3845.296597863793
2025-11-08,Headset,Informática,Leste,Carla Dias,5040,4,7956.044701281029
2023-06-26,Memória RAM,Informática,Sul,Diego Lima,4448,21,7841.489969713906
2024-01-31,Webcam,Informática,Leste,Eva Santos,474,20,7066.760457810583
2024-03-20,Headphone,Armazenamento,Sul,Bruno Costa,8102,2,4632.966401651921
2023-03-17,Teclado,Informática,Norte,Eva Santos,10633,12,3232.210985030215
2023-09-22,Webcam,Periféricos,Norte,Ana Silva,1136,1,2965.939576307097
2024-03-30,Headphone,Periféricos,Oeste,Bruno Costa,3268,24,176.02802069493904
2024-12-18,SSD,Armazenamento,Sul,Carla Dias,910,20,2053.462018159543
2025-01-04,SSD,Informática,Norte,Diego Lima,7908,5,5772.961220797383
2025-04-30,SSD,Periféricos,Sul,Diego Lima,9378,6,4860.766231153087
2023-05-24,SSD,Armazenamento,Norte,Carla Dias,1056,24,7338.063738206866
2025-06-03,Teclado,Informática,Leste,Ana Silva,5649,11,476.1763539791383
2025-12-28,Headset,Periféricos,Norte,Carla Dias,514,8,1309.7906971644584
2024-01-31,Headphone,Periféricos,Oeste,Ana Silva,7919,7,6330.810811668871
2025-11-14,Teclado,Armazenamento,Leste,Bruno Costa,3563,4,2919.380439067044
2025-08-05,SSD,Informática,Oeste,Carla Dias,8177,6,1017.2950430455932
2025-06-09,Memória RAM,Informática,Leste,Ana Silva,8089,16,7971.888000392706
2024-07-22,Headset,Periféricos,Sul,Bruno Costa,9411,20,6315.022397141354
2025-11-28,Memória RAM,Periféricos,Oeste,Carla Dias,10597,15,3317.2290111243306
2023-04-19,Webcam,Periféricos,Norte,Diego Lima,3231,14,6600.912017413431
2025-12-01,Memória RAM,Informática,Sul,Carla Dias,5598,23,5470.382651343694
2025-07-23,Webcam,Armazenamento,Norte,Eva Santos,3408,12,6336.60009579308
2024-02-02,Webcam,Armazenamento,Leste,Carla Dias,2257,29,6536.434510319947
2024-09-25,SSD,Informática,Leste,Eva Santos,8078,12,751.0511716593178
2025-01-02,Webcam,Armazenamento,Norte,Bruno Costa,3083,16,5013.945270489718
2023-08-23,Mouse,Periféricos,Norte,Carla Dias,2979,15,133.74157957647452
2024-10-19,Headphone,Armazenamento,Sul,Bruno Costa,8783,29,424.1734707052713
2025-01-20,Headphone,Armazenamento,Norte,Bruno Costa,5156,13,7239.521671722259
2024-08-10,SSD,Armazenamento,Oeste,Ana Silva,1709,11,4258.3046731459
2025-10-29,Mouse,Periféricos,Oeste,Bruno Costa,1891,17,5908.343728078717
2025-08-11,Memória RAM,Informática,Norte,Bruno Costa,5980,21,6720.927844309716
2024-05-06,Teclado,Periféricos,Oeste,Carla Dias,7673,15,7600.727199111514
2025-07-01,Memória RAM,Informática,Norte,Carla Dias,775,14,6965.2745555485435
2023-06-19,Teclado,Informática,Sul,Diego Lima,1840,10,3907.826673682568
2025-08-03,Webcam,Informática,Oeste,Ana Silva,11123,12,2740.884834453651
2025-03-05,Headset,Armazenamento,Oeste,Bruno Costa,8432,16,1303.5864307518223
2024-09-25,Teclado,Armazenamento,Norte,Ana Silva,6460,15,3250.546141299257
2023-01-29,Headset,Informática,Oeste,Eva Santos,3156,10,2982.6291469564144
2023-12-05,Headphone,Informática,Leste,Bruno Costa,4452,4,4511.832748290517
2024-05-14,Headset,Armazenamento,Sul,Ana Silva,1238,27,5350.834517357131
2024-05-25,Headphone,Periféricos,Sul,Diego Lima,6157,23,7828.337773444776
2023-08-05,Mouse,Informática,Oeste,Diego Lima,4761,29,5848.818593917801
2025-12-29,Mouse,Periféricos,Oeste,Bruno Costa,9522,9,5178.488376947953
2024-03-20,SSD,Armazenamento,Leste,Eva Santos,8078,21,2733.9320794052733
2025-05-25,SSD,Informática,Leste,Diego Lima,10243,20,353.2707018667418
2023-06-16,Webcam,Periféricos,Oeste,Diego Lima,4640,9,2361.951020529159
2023-04-01,Teclado,Periféricos,Oeste,Eva Santos,8528,21,6166.1073716401725
2024-12-14,Webcam,Periféricos,Leste,Ana Silva,1747,25,1705.7537711661098
2023-02-08,Headphone,Armazenamento,Norte,Diego Lima,11750,24,5720.530493898987
2023-06-22,Webcam,Armazenamento,Leste,Carla Dias,3897,20,4671.856353149773
2024-10-14,Headset,Periféricos,Norte,Diego Lima,2820,11,1441.1064084236818
2025-01-23,Headphone,Periféricos,Sul,Ana Silva,8581,11,2152.068465831293
2025-12-17,SSD,Armazenamento,Sul,Ana Silva,2730,7,4010.7245396128938
2024-04-20,Mouse,Periféricos,Leste,Bruno Costa,7582,21,3393.527664454152
2024-03-31,SSD,Periféricos,Norte,Carla Dias,8480,10,6246.2256725703355
2025-04-08,Teclado,Armazenamento,Leste,Ana Silva,2656,4,5896.484768942516
2025-06-13,Headphone,Periféricos,Leste,Eva Santos,4875,5,4630.630067506296
2025-10-21,Headphone,Periféricos,Norte,Carla Dias,10587,5,6592.415714865568
2024-01-22,Headset,Periféricos,Leste,Carla Dias,4450,11,4536.342762219724
2023-12-14,Teclado,Armazenamento,Sul,Eva Santos,10091,9,7717.9629127255
2023-07-09,Mouse,Periféricos,Oeste,Diego Lima,8909,28,1800.414865276565
2024-05-19,Memória RAM,Armazenamento,Oeste,Eva Santos,7152,16,5735.92538932905
2025-04-03,Headphone,Armazenamento,Leste,Eva Santos,9223,9,3009.957525871386
2025-07-17,Headphone,Informática,Norte,Diego Lima,6281,22,2289.4122598079357
2025-07-22,Headset,Informática,Norte,Diego Lima,8981,4,1508.668809664286
2023-05-14,Webcam,Periféricos,Sul,Diego Lima,4687,2,4455.827531991427
2023-02-27,Mouse,Armazenamento,Norte,Diego Lima,2485,14,1786.5179073737531
2024-11-15,SSD,Informática,Norte,Diego Lima,4471,3,1666.7787434713748
2024-11-02,Teclado,Periféricos,Sul,Eva Santos,3135,18,7925.012688263838
2023-06-22,Headphone,Informática,Leste,Bruno Costa,709,21,6429.839541418425
2025-03-25,Headphone,Informática,Oeste,Bruno Costa,863,6,6006.352416414653
2023-03-21,SSD,Armazenamento,Sul,Ana Silva,4743,11,6368.960156991419
2025-06-04,Mouse,Armazenamento,Leste,Bruno Costa,4138,21,7753.869159852441
2023-07-22,Webcam,Informática,Sul,Bruno Costa,6353,18,4620.351374925372
2025-02-02,Headphone,Informática,Leste,Eva Santos,406,12,1824.3315090306555
2023-02-16,Mouse,Armazenamento,Sul,Diego Lima,8918,5,6908.700354765653
2024-10-17,SSD,Periféricos,Leste,Diego Lima,187,9,5962.427377276394
2024-04-15,Headset,Armazenamento,Sul,Eva Santos,10414,20,3361.3218336866507
2025-08-28,Webcam,Informática,Leste,Bruno Costa,8802,28,3830.6704287111993
2025-11-01,Teclado,Periféricos,Sul,Eva Santos,9782,26,3337.118995952643
2025-01-05,Headphone,Informática,Oeste,Ana Silva,1982,18,7445.141909013712
2025-02-22,Mouse,Periféricos,Oeste,Diego Lima,7750,19,2800.7703630664896
2025-08-25,Headset,Informática,Norte,Carla Dias,5317,3,7710.795486956886
2023-12-24,Teclado,Periféricos,Leste,Ana Silva,11741,9,7289.352428331283
2025-08-29,Memória RAM,Periféricos,Sul,Ana Silva,582,4,5073.727446605533
2024-10-29,Mouse,Informática,Leste,Eva Santos,4301,17,4672.188442952592
2024-01-08,Mouse,Periféricos,Oeste,Bruno Costa,6561,17,3011.1070981541693
2025-10-28,Teclado,Armazenamento,Leste,Diego Lima,1901,23,225.24004096434706
2024-11-06,Headset,Informática,Sul,Carla Dias,10389,23,1090.7756350030058
2023-03-31,Memória RAM,Armazenamento,Leste,Ana Silva,5147,2,6053.512080928425
2024-11-28,SSD,Informática,Sul,Carla Dias,5870,9,3814.597802578269
2024-06-23,Headset,Periféricos,Oeste,Bruno Costa,7766,9,1266.7180227687074
2025-01-01,Webcam,Periféricos,Oeste,Bruno Costa,11182,5,2170.5699647244182
2025-05-18,Headphone,Periféricos,Oeste,Carla Dias,406,15,7586.868246788237
2023-02-10,Teclado,Informática,Norte,Diego Lima,821,15,2987.6920556572995
2025-01-09,SSD,Armazenamento,Oeste,Bruno Costa,639,3,7268.841006135695
2024-05-16,Memória RAM,Armazenamento,Leste,Carla Dias,7039,19,2492.7157917651275
2025-08-16,Teclado,Informática,Norte,Ana Silva,2246,28,4382.303147387915
2025-07-17,Teclado,Informática,Oeste,Carla Dias,1832,3,242.17850022860728
2024-04-05,Headset,Armazenamento,Leste,Carla Dias,2610,6,4213.250874158729
2025-01-01,Headphone,Armazenamento,Leste,Eva Santos,4679,4,5124.580724036192
2025-01-21,Webcam,Armazenamento,Leste,Bruno Costa,5271,24,1935.6963867504492
2025-07-13,Mouse,Armazenamento,Sul,Diego Lima,2125,13,4665.182435546428
2025-06-27,Mouse,Informática,Norte,Diego Lima,3366,27,5205.568754643806
2024-01-25,Teclado,Informática,Leste,Eva Santos,9731,13,5520.137740783512
2025-06-01,Headphone,Periféricos,Sul,Diego Lima,4665,27,6229.114310415057
2023-09-13,Memória RAM,Armazenamento,Oeste,Carla Dias,5842,11,2545.806804000979
2024-12-09,Memória RAM,Periféricos,Leste,Eva Santos,9926,5,4576.793494940475
2024-03-25,SSD,Informática,Sul,Ana Silva,5089,1,7854.105915735588
2023-01-10,Headset,Informática,Leste,Bruno Costa,5713,9,7193.3018316680445
2025-04-03,Headphone,Periféricos,Norte,Bruno Costa,3113,17,7625.110190539062
2025-03-08,Headphone,Armazenamento,Norte,Bruno Costa,4679,22,3138.2002763462856
2025-05-26,Headset,Armazenamento,Oeste,Carla Dias,6936,1,6312.470598701561
2025-10-25,Memória RAM,Armazenamento,Leste,Ana Silva,6350,3,4989.591777941954
2025-10-12,Memória RAM,Armazenamento,Sul,Eva Santos,1126,15,735.2618578529494
2024-01-09,Memória RAM,Periféricos,Oeste,Eva Santos,7495,26,6605.924682123958
2025-12-24,Teclado,Periféricos,Leste,Bruno Costa,11706,21,5442.642108750328
2023-05-26,Headphone,Informática,Oeste,Ana Silva,195,26,1655.425487360913
2023-08-12,Mouse,Armazenamento,Sul,Ana Silva,1343,23,711.5293748413338
2023-06-26,Headset,Armazenamento,Oeste,Ana Silva,11684,10,6709.215274734779
2025-05-02,Memória RAM,Armazenamento,Oeste,Diego Lima,4662,8,704.9024895703124
2023-03-04,SSD,Periféricos,Oeste,Diego Lima,5093,12,803.5226137021782
2025-04-06,Memória RAM,Armazenamento,Leste,Bruno Costa,6432,25,3465.073640202177
2025-03-05,Memória RAM,Periféricos,Sul,Ana Silva,396,22,1147.5988010822584
2024-11-19,Webcam,Armazenamento,Norte,Ana Silva,3369,15,7316.263211746337
2023-04-15,Teclado,Armazenamento,Leste,Eva Santos,9133,27,3804.6487752048347
2024-05-25,Headset,Informática,Norte,Eva Santos,786,9,4587.675766784206
2024-01-20,Webcam,Armazenamento,Norte,Bruno Costa,3925,24,7430.6002286664525
2024-02-09,Webcam,Armazenamento,Leste,Ana Silva,2571,25,4279.684747055721
2025-04-02,SSD,Informática,Leste,Bruno Costa,9430,10,2880.4418759819628
2024-06-01,Headphone,Periféricos,Sul,Eva Santos,4333,20,6393.468438061388
2024-04-20,SSD,Periféricos,Sul,Eva Santos,11501,9,3587.373564003669
2024-12-09,Headphone,Armazenamento,Oeste,Diego Lima,862,15,2602.2778507702587
2025-02-09,Headphone,Periféricos,Norte,Bruno Costa,5995,23,5807.977312155834
2025-11-12,Headset,Armazenamento,Sul,Bruno Costa,5473,21,6428.716958775301
2025-09-23,Memória RAM,Informática,Oeste,Ana Silva,6182,21,6350.39204726743
2024-11-07,Headset,Informática,Sul,Ana Silva,3794,1,7823.181359899364
2024-12-14,Teclado,Armazenamento,Leste,Diego Lima,7923,2,6310.402235089705
2023-03-24,Headphone,Informática,Sul,Carla Dias,10928,26,6177.872812713595
2024-04-01,Webcam,Informática,Norte,Carla Dias,2258,19,6871.283209590864
2023-01-01,Memória RAM,Armazenamento,Sul,Carla Dias,3764,14,81.46674673990704
2023-02-20,Mouse,Armazenamento,Norte,Bruno Costa,9584,8,2950.4567766071436
2024-11-15,Teclado,Informática,Leste,Bruno Costa,10401,6,5921.8165205926225
2024-12-17,Headset,Periféricos,Norte,Eva Santos,7107,12,4829.774567993397
2024-03-24,SSD,Periféricos,Sul,Bruno Costa,11828,26,1486.3702608424119
2025-05-30,Teclado,Armazenamento,Oeste,Bruno Costa,5429,27,2485.566065581279
2024-05-02,Teclado,Armazenamento,Leste,Bruno Costa,4482,29,2747.397479770286
2023-02-03,Memória RAM,Periféricos,Sul,Diego Lima,4050,15,4577.198640484743
2023-04-05,Teclado,Informática,Leste,Bruno Costa,10947,14,6666.258507813325
2025-12-31,Teclado,Periféricos,Leste,Ana Silva,8089,21,7465.334895839224
2023-06-03,Mouse,Periféricos,Sul,Ana Silva,11376,29,6020.731909800821
2023-09-07,SSD,Periféricos,Sul,Eva Santos,7113,1,6756.167090200334
2024-11-04,SSD,Periféricos,Oeste,Diego Lima,4718,28,3803.1599909360075
2024-03-13,SSD,Armazenamento,Leste,Ana Silva,7988,11,3167.020531408516
2023-04-28,Headphone,Armazenamento,Leste,Diego Lima,11705,28,3190.2515745821984
2025-02-09,Webcam,Informática,Sul,Diego Lima,1995,25,4959.02514445246
2023-09-25,SSD,Informática,Norte,Eva Santos,532,3,1063.9547080020075
2025-12-13,Teclado,Informática,Sul,Diego Lima,4262,19,4669.593927698869
2023-08-24,Teclado,Informática,Leste,Bruno Costa,7219,18,5347.852252655106
2024-01-24,SSD,Periféricos,Sul,Diego Lima,3960,20,3556.1572224334113
2025-09-16,Memória RAM,Armazenamento,Oeste,Eva Santos,10238,28,7629.084040027646
2025-02-01,SSD,Armazenamento,Norte,Eva Santos,1659,2,4897.049117246236
2024-02-05,Teclado,Informática,Sul,Eva Santos,7723,29,1822.3958201140715
2024-09-15,Headphone,Informática,Oeste,Ana Silva,1728,25,3875.3927588734487
2025-02-05,Headset,Periféricos,Leste,Bruno Costa,1029,28,5429.203142111528
2025-07-07,Headset,Periféricos,Sul,Ana Silva,2312,26,2643.1426666773937
2025-05-02,SSD,Informática,Leste,Carla Dias,9914,7,710.7615218090635
2024-07-31,Mouse,Armazenamento,Oeste,Bruno Costa,9990,8,4700.810226910209
2023-03-16,SSD,Armazenamento,Leste,Diego Lima,7864,19,7587.131735467866
2024-03-10,Memória RAM,Armazenamento,Oeste,Eva Santos,1509,22,3921.7701256603364
2023-04-13,SSD,Informática,Oeste,Carla Dias,4581,15,7256.38391872454
2025-02-02,Headset,Armazenamento,Oeste,Bruno Costa,8298,10,6693.386819903816
2025-01-07,Teclado,Periféricos,Sul,Ana Silva,11311,22,1247.5092463811482
2025-03-16,SSD,Periféricos,Leste,Eva Santos,4110,29,5688.705780937721
2023-04-08,Teclado,Informática,Leste,Ana Silva,3961,1,3528.886958570069
2025-03-08,Teclado,Periféricos,Norte,Bruno Costa,4392,6,2061.95089608246
2025-05-08,Mouse,Informática,Norte,Bruno Costa,4367,13,5520.551776880288
2024-03-10,Teclado,Armazenamento,Norte,Carla Dias,230,14,5961.872891758857
2024-03-22,Headset,Armazenamento,Norte,Diego Lima,2882,3,1504.7788443799234
2023-09-06,Headphone,Armazenamento,Leste,Ana Silva,7983,11,7322.401881885171
2023-06-15,Headphone,Periféricos,Oeste,Carla Dias,2859,3,6029.086172095413
2025-09-10,Webcam,Informática,Oeste,Eva Santos,2572,19,7472.333953204392
2025-10-16,Memória RAM,Armazenamento,Sul,Diego Lima,3791,10,2591.2198926084325
2024-06-25,SSD,Informática,Oeste,Carla Dias,817,27,7519.533324684456
2025-01-28,Memória RAM,Armazenamento,Leste,Ana Silva,2646,15,2998.6598500799764
2023-03-22,Headset,Periféricos,Leste,Bruno Costa,3649,11,507.44051050494255
2023-05-13,Teclado,Periféricos,Leste,Eva Santos,11840,15,6122.717558575465
2025-03-07,Headphone,Informática,Sul,Ana Silva,9786,26,5651.78450117966
2025-06-18,Memória RAM,Periféricos,Norte,Diego Lima,9687,27,4815.455058725593
2023-05-18,Headset,Periféricos,Oeste,Diego Lima,8230,24,3959.958455522658
2023-07-03,Headphone,Informática,Leste,Bruno Costa,6973,13,334.74894095524064
2025-02-23,Teclado,Armazenamento,Leste,Bruno Costa,1339,5,5026.810232039622
2025-09-10,Memória RAM,Periféricos,Norte,Eva Santos,6754,4,3381.3301525645256
2023-03-10,Headphone,Informática,Leste,Eva Santos,8800,13,4516.858469708284
2024-06-29,SSD,Periféricos,Oeste,Bruno Costa,9554,9,3480.2250283836793
2023-02-22,SSD,Periféricos,Sul,Bruno Costa,9253,25,7731.164571500376
2023-07-24,Webcam,Periféricos,Leste,Diego Lima,1175,17,4864.5424971147095
2023-05-06,Webcam,Periféricos,Oeste,Bruno Costa,7935,2,6013.95173837154
2023-02-12,Headphone,Informática,Leste,Carla Dias,10753,24,7495.86782397098
2023-04-21,Headset,Informática,Norte,Ana Silva,221,5,4765.466637500578
2025-01-30,SSD,Informática,Leste,Bruno Costa,5696,16,175.53514115341397
2025-04-27,Headset,Periféricos,Leste,Eva Santos,2835,7,351.5900922194955
2023-04-05,Headset,Periféricos,Sul,Carla Dias,9535,1,5642.520398086745
2025-06-18,Headphone,Periféricos,Norte,Eva Santos,7522,28,2290.354278318165
2023-12-26,Headset,Informática,Norte,Carla Dias,1998,26,4668.687440595754
2025-06-18,SSD,Periféricos,Sul,Bruno Costa,10726,12,1682.035274238098
2023-10-08,Teclado,Armazenamento,Leste,Ana Silva,2172,21,2220.3710904887757
2024-10-28,Webcam,Periféricos,Oeste,Eva Santos,6488,11,4076.7571631087562
2023-04-03,Teclado,Armazenamento,Norte,Carla Dias,3891,12,7806.51014978017
2024-11-02,Headset,Periféricos,Norte,Diego Lima,1448,19,4960.8622745367975
2023-03-02,Teclado,Informática,Leste,Bruno Costa,4252,26,7494.292987743144
2024-09-25,SSD,Periféricos,Leste,Ana Silva,1054,12,7678.288446744624
2025-12-10,SSD,Armazenamento,Norte,Bruno Costa,3176,12,1728.231171650419
2025-10-25,Headset,Armazenamento,Leste,Diego Lima,10370,14,2544.65333155404
2024-08-26,Headphone,Periféricos,Oeste,Ana Silva,6859,2,6178.338867252137
2024-11-12,Teclado,Armazenamento,Norte,Diego Lima,4861,2,6944.770898147443
2024-06-17,Headphone,Armazenamento,Oeste,Bruno Costa,8171,25,4192.275813981059
2025-04-17,Headphone,Informática,Oeste,Carla Dias,6119,29,7946.35045286195
2024-10-06,Mouse,Periféricos,Leste,Bruno Costa,2770,4,171.65181414174054
2023-08-21,Headset,Periféricos,Oeste,Bruno Costa,2796,20,2452.773832234908
2024-06-07,Webcam,Periféricos,Leste,Bruno Costa,5015,23,5015.441089657073
2023-12-12,SSD,Armazenamento,Sul,Eva Santos,7495,26,3796.776094624864
2025-12-05,SSD,Periféricos,Leste,Diego Lima,2439,16,1003.4954941161019
2024-06-29,Headset,Periféricos,Oeste,Diego Lima,7520,10,2992.8737170060635
2025-03-04,Memória RAM,Informática,Sul,Diego Lima,4022,13,281.54137489670927
2023-09-06,Memória RAM,Informática,Leste,Eva Santos,9827,2,5170.548684916213
2023-02-16,Memória RAM,Informática,Oeste,Carla Dias,11493,3,7150.520940531133
2023-08-02,Webcam,Armazenamento,Norte,Bruno Costa,7840,19,7088.203060364995
2023-08-27,SSD,Periféricos,Norte,Carla Dias,1590,6,5620.392232223128
2025-12-15,Headset,Informática,Leste,Eva Santos,915,19,3768.899948343586
2023-12-16,SSD,Informática,Leste,Diego Lima,10780,27,4135.290420036599
2023-04-17,Headphone,Informática,Norte,Bruno Costa,4242,21,1164.3970860456502
2025-04-10,Teclado,Periféricos,Oeste,Ana Silva,9491,20,2780.855377504088
2023-02-17,Teclado,Periféricos,Oeste,Ana Silva,11907,19,1566.8063579463271
2023-12-03,SSD,Periféricos,Oeste,Carla Dias,10314,8,6583.90561053164
2025-11-15,Mouse,Armazenamento,Leste,Diego Lima,2816,14,7324.850898596641
2025-03-14,Webcam,Armazenamento,Sul,Ana Silva,8805,10,4332.432230447327
2023-01-08,Memória RAM,Informática,Sul,Carla Dias,6118,3,5843.8912008625175
2024-09-16,Webcam,Periféricos,Sul,Eva Santos,7791,6,1042.0009855844496
2024-12-19,Webcam,Informática,Sul,Carla Dias,2331,29,4899.594374755728
2023-10-30,Headphone,Periféricos,Sul,Carla Dias,9984,15,5646.10488931254
